Title,Company,Link,Location,Date,Company Id,Job Id
Lead Consultant - US,Infosys,"https://www.dice.com/jobs/detail/Lead-Consultant-%26%2345-US-Infosys-Rye-NY-10580/10204393/13395BR?icid=sr199-2p&q=Ruby&l=Oakland, NJ","Rye, NY",2016-01-18 15:29:56 -0500,10204393,13395BR
Agile / Lean Developer - TDD,Ikas International,http://www.dice.com/job/result/10428707/136704002-293?icid=sr200-2p,"New York, NY",2016-01-18 17:41:56 -0500,10428707,136704002-293
Senior Big Data Engineer,Optimatic,"https://www.dice.com/jobs/detail/Senior-Big-Data-Engineer-Optimatic-New-York-NY-10018/RTX180053/363836?icid=sr201-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:42:56 -0500,RTX180053,363836
Open Stack Developer,"Cavalier IT, Inc.","https://www.dice.com/jobs/detail/Open-Stack-Developer-Cavalier-IT%2C-Inc.-New-York-City-NY-10001/10496420/340043?icid=sr202-2p&q=Ruby&l=Oakland, NJ","New York City, NY",2015-12-28 18:29:56 -0500,10496420,340043
Data Center Engineer,Futures Group IT LLC.,"https://www.dice.com/jobs/detail/Data-Center-Engineer-Futures-Group-IT-LLC.-New-York-NY-10018/10294672/MK_DCTECH?icid=sr203-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:56 -0500,10294672,MK_DCTECH
System Administrator,essextec,http://www.dice.com/job/result/10185698/357037?icid=sr204-2p,"Brooklyn, NY",2016-01-13 18:29:56 -0500,10185698,357037
Android Developer,DWHSystems Inc,"https://www.dice.com/jobs/detail/Android-Developer-DWHSystems-Inc-New-York-NY-10038/10527383/295961?icid=sr205-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:56 -0500,10527383,295961
Architect,H4 Technology,"https://www.dice.com/jobs/detail/Architect-H4-Technology-New-York-NY-10001/10483787/122340?icid=sr206-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:56 -0500,10483787,122340
Cloud Infrastructure Architect,Relational IT,"https://www.dice.com/jobs/detail/Cloud-Infrastructure-Architect-Relational-IT-Manhattan-NY-10018/10464560/316924?icid=sr207-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 14:29:56 -0500,10464560,316924
DevOps Engineer,Redstream Technology,"https://www.dice.com/jobs/detail/DevOps-Engineer-Redstream-Technology-New-York-NY-10017/10228510/1416?icid=sr208-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 18:10:56 -0500,10228510,1416
DevOps Engineer,TheLadders.com,"https://www.dice.com/jobs/detail/DevOps-Engineer-TheLadders.com-New-York-NY-10013/RTL102594/DevOps?icid=sr209-2p&q=Ruby&l=Oakland, NJ","New York, NY",2015-12-18 18:29:56 -0500,RTL102594,DevOps
Big Data and Hadoop,Staffing Technologies,"https://www.dice.com/jobs/detail/Big-Data-and-Hadoop-Staffing-Technologies-New-York-NY-10011/STAFGA/254644?icid=sr210-2p&q=Ruby&l=Oakland, NJ","New York, NY",2015-12-21 18:29:56 -0500,STAFGA,254644
Senior Java Developer,National Recruiters,"https://www.dice.com/jobs/detail/Senior-Java-Developer-National-Recruiters-New-York-NY-10001/90891380/%235890088?icid=sr211-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-04 18:29:56 -0500,90891380,%235890088
Senior DevOps Engineer - Data Science Team,Forrest Solutions,http://www.dice.com/job/result/10106419/237545?icid=sr212-2p,"New York, NY",2016-01-11 18:29:56 -0500,10106419,237545
Front End Developer w/ Javascript,Forrest Solutions,http://www.dice.com/job/result/10106419/684231?icid=sr213-2p,"New York, NY",2016-01-11 18:29:56 -0500,10106419,684231
Senior Software Engineer,Connections of New York,"https://www.dice.com/jobs/detail/Senior-Software-Engineer-Connections-of-New-York-New-York-NY-10123/10115962/140968?icid=sr214-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:56 -0500,10115962,140968
Oracle DBA,Mosaic Solutions LLC.,"https://www.dice.com/jobs/detail/Oracle-DBA-Mosaic-Solutions-LLC.-New-York-NY-10018/10120113/ODBA?icid=sr215-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:56 -0500,10120113,ODBA
Principal Development Lead,Crescent Solutions Inc,http://www.dice.com/job/result/10210023D/295186?icid=sr216-2p,"New York, NY",2016-01-13 18:29:56 -0500,10210023D,295186
"Manager, Emerging Video/Mobile Application Technology Development",Crescent Solutions Inc,http://www.dice.com/job/result/10210023D/345976?icid=sr217-2p,"Englewood Cliffs, NJ",2016-01-13 18:29:56 -0500,10210023D,345976
Senior DevOps Engineer - Linux,"Project One, Inc.","https://www.dice.com/jobs/detail/Senior-DevOps-Engineer-%26%2345-Linux-Project-One%2C-Inc.-New-York-NY-10016/prjctone/16-00008?icid=sr218-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-14 18:29:56 -0500,prjctone,16-00008
Hadoop Infrastructure Engineer,Garrison Associates,http://www.dice.com/job/result/emtekny/edhadoopeng?icid=sr219-2p,"New York, NY",2016-01-14 18:29:56 -0500,emtekny,edhadoopeng
Senior Systems Engineer,Avesta Computer Services,"https://www.dice.com/jobs/detail/Senior-Systems-Engineer-Avesta-Computer-Services-Jersey-City-NJ-07311/avesta/232788?icid=sr220-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-15 18:29:56 -0500,avesta,232788
Quantitative Developer - G,Next Step Systems,"https://www.dice.com/jobs/detail/Quantitative-Developer-%26%2345-G-Next-Step-Systems-New-York-NY-10012/NEXIL001/290113?icid=sr221-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:56 -0500,NEXIL001,290113
Data Architect,"Synergistic Systems, Inc.",http://www.dice.com/job/result/synny/237040?icid=sr222-2p,"Jersey City, NJ",2016-01-15 18:29:56 -0500,synny,237040
Sr C++ High Frequency Trading,GMS Advisors,"https://www.dice.com/jobs/detail/Sr-C%2B%2B-High-Frequency-Trading-GMS-Advisors-Jersey-City-NJ-07311/10109928/118520?icid=sr223-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-15 18:29:56 -0500,10109928,118520
Senior Security Penetration Tester,AMS Staffing Inc.,"https://www.dice.com/jobs/detail/Senior-Security-Penetration-Tester-AMS-Staffing-Inc.-New-York-NY-10018/10192616/269981?icid=sr224-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-16 18:29:56 -0500,10192616,269981
Python Developer,Infinity Consulting Solutions,http://www.dice.com/job/result/10143403/362506?icid=sr225-2p,"New York, NY",2016-01-17 19:29:56 -0500,10143403,362506
"Software Engineer in Test - Selenium, QTP, Java, SQL",CyberCoders,"https://www.dice.com/jobs/detail/Software-Engineer-in-Test-%26%2345-Selenium%2C-QTP%2C-Java%2C-SQL-CyberCoders-New-York-NY-10001/cybercod/KM6-12553692?icid=sr226-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,KM6-12553692
Solutions Architect - AWS,CyberCoders,"https://www.dice.com/jobs/detail/Solutions-Architect-%26%2345-AWS-CyberCoders-Manhattan-NY-10001/cybercod/JW1-12530685?icid=sr227-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 08:29:56 -0500,cybercod,JW1-12530685
Senior Software Engineer (Open Source / NoSQL),CyberCoders,"https://www.dice.com/jobs/detail/Senior-Software-Engineer-%28Open-Source-%26%2347-NoSQL%29-CyberCoders-New-York-NY-10001/cybercod/JD7-12533064?icid=sr228-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,JD7-12533064
Software Engineer | Java/Scala,CyberCoders,"https://www.dice.com/jobs/detail/Software-Engineer-%7C-Java%26%2347Scala-CyberCoders-New-York-NY-10001/cybercod/MM4-12565942?icid=sr229-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 07:29:56 -0500,cybercod,MM4-12565942
"Scala Application Developer - Scala, Akka, Play",CyberCoders,"https://www.dice.com/jobs/detail/Scala-Application-Developer-%26%2345-Scala%2C-Akka%2C-Play-CyberCoders-New-York-NY-10001/cybercod/MM4-12451987?icid=sr230-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:56 -0500,cybercod,MM4-12451987
SW Development Engineer,"Forstar Resources, Ltd","https://www.dice.com/jobs/detail/SW-Development-Engineer-Forstar-Resources%2C-Ltd-Jersey-City-NJ-07097/FORSTAR/138728?icid=sr231-2p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-18 10:29:56 -0500,FORSTAR,138728
Jr Systems Admin w/ Perl or Python scripting skills,Blackstone Professional Recruiting,"https://www.dice.com/jobs/detail/Jr-Systems-Admin-w%26%2347-Perl-or-Python-scripting-skills-Blackstone-Professional-Recruiting-Manhattan-NY-10003/90564247/062776?icid=sr232-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-18 11:29:56 -0500,90564247,062776
Senior DevOps Engineer,Amadan Recruitment,"https://www.dice.com/jobs/detail/Senior-DevOps-Engineer-Amadan-Recruitment-New-York-NY-10001/10505233/357810?icid=sr233-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 12:29:56 -0500,10505233,357810
Java Developer/Video tool,Paradigm Partners LLC,"https://www.dice.com/jobs/detail/Java-Developer%26%2347Video-tool-Paradigm-Partners-LLC-New-York-NY-10003/10221476/UJdbrary?icid=sr234-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 12:29:56 -0500,10221476,UJdbrary
Digital Marketing & Analytics Leader,Virtusa,"https://www.dice.com/jobs/detail/Digital-Marketing-%26-Analytics-Leader-Virtusa-New-York-NY-10001/10115393/242287?icid=sr235-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:56 -0500,10115393,242287
R  Developer,LiveMindz,"https://www.dice.com/jobs/detail/R--Developer-LiveMindz-Manhattan-NY-10001/90915265/313023?icid=sr236-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-04 18:29:56 -0500,90915265,313023
Quant Developer - Equity Derivatives,Atyeti,"https://www.dice.com/jobs/detail/Quant-Developer-%26%2345-Equity-Derivatives-Atyeti-Manhattan-NY-10010/10378739/316221?icid=sr237-2p&q=Ruby&l=Oakland, NJ","Manhattan, NY",2016-01-12 18:29:56 -0500,10378739,316221
Desktop Technician with Windows 7 and Bloomberg,Zebra-Net for Prominent OC Companies,"https://www.dice.com/jobs/detail/Desktop-Technician-with-Windows-7-and-Bloomberg-Zebra%26%2345Net-for-Prominent-OC-Companies-New-York-NY-10128/10100564/CG-3604?icid=sr238-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:56 -0500,10100564,CG-3604
Linux / MySQL Administrator,"Marlabs, Inc","https://www.dice.com/jobs/detail/Linux-%26%2347-MySQL-Administrator-Marlabs%2C-Inc-New-York-NY-10002/marlabnj/355667?icid=sr239-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-14 18:29:56 -0500,marlabnj,355667
Senior DevOps Engineer - Linux,"Project One, Inc.","https://www.dice.com/jobs/detail/Senior-DevOps-Engineer-%26%2345-Linux-Project-One%2C-Inc.-New-York-NY-10016/prjctone/16-00007?icid=sr240-2p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-14 18:29:56 -0500,prjctone,16-00007
Infrastructure Architect -- 100% Remote,RJT Compuquest,"https://www.dice.com/jobs/detail/Infrastructure-Architect-%26%2345%26%2345-100%26%2337-Remote-RJT-Compuquest-New-York-NY-10001/10106862/071002?icid=sr241-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-15 18:29:59 -0500,10106862,071002
Senior Linux System Engineer,INSYS Group,"https://www.dice.com/jobs/detail/Senior-Linux-System-Engineer-INSYS-Group-New-York-NY-10011/insysus/16-00060?icid=sr242-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 10:29:59 -0500,insysus,16-00060
Senior Systems Engineer,Columbia Technology Corp,"https://www.dice.com/jobs/detail/Senior-Systems-Engineer-Columbia-Technology-Corp-Jersey-City-NJ-07310/10107624/350168?icid=sr243-3p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-18 08:29:59 -0500,10107624,350168
Cloud Administrator - 02634,INSYS Group,"https://www.dice.com/jobs/detail/Cloud-Administrator-%26%2345-02634-INSYS-Group-New-York-NY-10022/insysus/15-02634?icid=sr244-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 10:29:59 -0500,insysus,15-02634
Sr. Devops Engineer,AgreeYa Solutions,"https://www.dice.com/jobs/detail/Sr.-Devops-Engineer-AgreeYa-Solutions-Union-NJ-07083/swapps/Karan11?icid=sr245-3p&q=Ruby&l=Oakland, NJ","Union, NJ",2016-01-18 11:29:59 -0500,swapps,Karan11
QA Automation Engineer,BestOp Consulting,"https://www.dice.com/jobs/detail/QA-Automation-Engineer-BestOp-Consulting-New-York-NY-10172/90548897/150140?icid=sr246-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 11:29:59 -0500,90548897,150140
Front End Web Developer,Bond Street Group,"https://www.dice.com/jobs/detail/Front-End-Web-Developer-Bond-Street-Group-New-York-NY-10010/10199470/02322?icid=sr247-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 09:29:59 -0500,10199470,02322
Senior Build and Release Engineer,Kforce Inc.,"https://www.dice.com/jobs/detail/Senior-Build-and-Release-Engineer-Kforce-Inc.-New-York-NY-10001/kforcecx/ITWQG1494499?icid=sr248-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:59 -0500,kforcecx,ITWQG1494499
Data Analyst,Kforce Inc.,"https://www.dice.com/jobs/detail/Data-Analyst-Kforce-Inc.-Jersey-City-NJ-07097/kforcecx/ITAQG1485443?icid=sr249-3p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-18 16:29:59 -0500,kforcecx,ITAQG1485443
Cloud (Infrastructure) Architect,EDI Staffing,"https://www.dice.com/jobs/detail/Cloud-%28Infrastructure%29-Architect-EDI-Staffing-New-York-NY-10004/10107595/15-00669?icid=sr250-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 15:29:59 -0500,10107595,15-00669
Cloud Engineer,Fahrenheit IT Staffing & Consulting,"https://www.dice.com/jobs/detail/Cloud-Engineer-Fahrenheit-IT-Staffing-%26-Consulting-New-York-NY-10018/10111360/3038921-28-MH17?icid=sr251-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:59 -0500,10111360,3038921-28-MH17
Python / C++ Developer,"DIVERSANT, LLC.","https://www.dice.com/jobs/detail/Python-%26%2347-C%2B%2B-Developer-DIVERSANT%2C-LLC.-New-York-NY-10006/infotny/15-07345CJ?icid=sr252-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:59 -0500,infotny,15-07345CJ
R&D Experienced Software Developer,Genesis10,"https://www.dice.com/jobs/detail/R%26D-Experienced-Software-Developer-Genesis10-New-York-NY-10001/gentx001/15-08724?icid=sr253-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:29:59 -0500,gentx001,15-08724
Application Developer (Level V),Experis,"https://www.dice.com/jobs/detail/Application-Developer-%28Level-V%29-Experis-New-York-NY-10150/COMSYSD/FOX_11080600-614?icid=sr254-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:40:59 -0500,COMSYSD,FOX_11080600-614
Senior Dev/Ops Consultant,Bicitis Group,"https://www.dice.com/jobs/detail/Senior-Dev%26%2347Ops-Consultant-Bicitis-Group-New-York-NY-10003/10122469/SDO-2016?icid=sr255-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:59 -0500,10122469,SDO-2016
Senior Dev Ops Engineer,Howard Systems International,"https://www.dice.com/jobs/detail/Senior-Dev-Ops-Engineer-Howard-Systems-International-New-York-City-NY-10001/howardnj/352557?icid=sr256-3p&q=Ruby&l=Oakland, NJ","New York City, NY",2016-01-11 18:29:59 -0500,howardnj,352557
DevOps Consultant,InfiCare Technologies,http://www.dice.com/job/result/10113809/361611?icid=sr257-3p,"New York, NY",2016-01-18 17:55:59 -0500,10113809,361611
Sr Software Quality Test Engineer Needed,Outreach Consultancy Services Ltd Co,"https://www.dice.com/jobs/detail/Sr-Software-Quality-Test-Engineer-Needed-Outreach-Consultancy-Services-Ltd-Co-Park-Ridge-NJ-07656/10383424/341951?icid=sr258-3p&q=Ruby&l=Oakland, NJ","Park Ridge, NJ",2016-01-15 18:29:59 -0500,10383424,341951
"QA Analyst (QTP, QC, QA Certification, Wireless Testing)","TRIGYN TECHNOLOGIES, INC.","https://www.dice.com/jobs/detail/QA-Analyst-%28QTP%2C-QC%2C-QA-Certification%2C-Wireless-Testing%29-TRIGYN-TECHNOLOGIES%2C-INC.-New-York-NY-10001/trinj/A0315-0047-UP?icid=sr259-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 17:29:59 -0500,trinj,A0315-0047-UP
Virtual Pre-Sales Engineer with C# or Java Developer Background,Castle Consulting,"https://www.dice.com/jobs/detail/Virtual-Pre%26%2345Sales-Engineer-with-C%23-or-Java-Developer-Background-Castle-Consulting-New-York-NY-10014/10211501/925232?icid=sr260-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-04 18:29:59 -0500,10211501,925232
Senior Linux Systems Engineer-DevOPS/Elite Firm,Kforce Inc.,"https://www.dice.com/jobs/detail/Senior-Linux-Systems-Engineer%26%2345DevOPS%26%2347Elite-Firm-Kforce-Inc.-New-York-NY-10017/kforcecx/ITAQG1494312?icid=sr261-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 16:29:59 -0500,kforcecx,ITAQG1494312
Infrastructure Engineer!,GATE Staffing,"https://www.dice.com/jobs/detail/Infrastructure-Engineer%21-GATE-Staffing-New-York-NY-10018/10376101/904896?icid=sr262-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-11 18:29:59 -0500,10376101,904896
Production engineer night shift,Connections of New York,"https://www.dice.com/jobs/detail/Production-engineer-night-shift-Connections-of-New-York-New-York-NY-10001/10115962/104217?icid=sr263-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-13 18:29:59 -0500,10115962,104217
Web Application Support Analyst - Full Time 10am-7pm,"SourceWave, Inc.","https://www.dice.com/jobs/detail/Web-Application-Support-Analyst-%26%2345-Full-Time-10am%26%23457pm-SourceWave%2C-Inc.-New-York-NY-10003/10364585/362490?icid=sr264-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-17 18:29:59 -0500,10364585,362490
Core (Infrastructure) Engineer - Consumer Services Reinvented!,CyberCoders,"https://www.dice.com/jobs/detail/Core-%28Infrastructure%29-Engineer-%26%2345-Consumer-Services-Reinvented%21-CyberCoders-New-York-NY-10001/cybercod/PG2-12553112?icid=sr265-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:59 -0500,cybercod,PG2-12553112
DevOps Engineer -Remote/Work From Home Options,CyberCoders,"https://www.dice.com/jobs/detail/DevOps-Engineer-%26%2345Remote%26%2347Work-From-Home-Options-CyberCoders-New-York-NY-10001/cybercod/JL2-12541462?icid=sr266-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:59 -0500,cybercod,JL2-12541462
"SDET - Java, Selenium, QTP - needed for Products team!",CyberCoders,"https://www.dice.com/jobs/detail/SDET-%26%2345-Java%2C-Selenium%2C-QTP-%26%2345-needed-for-Products-team%21-CyberCoders-New-York-NY-10001/cybercod/MM5-12558582?icid=sr267-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:29:59 -0500,cybercod,MM5-12558582
"IT Senior Security Engineer - 2+ Perm Openings - New York, NY",Trade Street Consulting,"https://www.dice.com/jobs/detail/IT-Senior-Security-Engineer-%26%2345-2%2B-Perm-Openings-%26%2345-New-York%2C-NY-Trade-Street-Consulting-New-York-NY-10001/10290091/207666?icid=sr268-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:30:00 -0500,10290091,207666
"Security Engineer - 3+ Perm Openings - New York, NY or Charlotte, NC",Trade Street Consulting,"https://www.dice.com/jobs/detail/Security-Engineer-%26%2345-3%2B-Perm-Openings-%26%2345-New-York%2C-NY-or-Charlotte%2C-NC-Trade-Street-Consulting-New-York-NY-10001/10290091/317453?icid=sr269-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 08:30:00 -0500,10290091,317453
Senior BI Solution Architect / Solution Director with QlikView,Orion Systems Integrators Inc.,"https://www.dice.com/jobs/detail/Senior-BI-Solution-Architect-%26%2347-Solution-Director-with-QlikView-Orion-Systems-Integrators-Inc.-Montvale-NJ-07645/10334542/GDC-6?icid=sr270-3p&q=Ruby&l=Oakland, NJ","Montvale, NJ",2016-01-18 09:30:00 -0500,10334542,GDC-6
Linux Systems Administrator - Full-time NJ,Avesta Computer Services,"https://www.dice.com/jobs/detail/Linux-Systems-Administrator-%26%2345-Full%26%2345time-NJ-Avesta-Computer-Services-Jersey-City-NJ-07097/avesta/1212LA?icid=sr271-3p&q=Ruby&l=Oakland, NJ","Jersey City, NJ",2016-01-15 18:30:00 -0500,avesta,1212LA
BI Solution Architect  with QlikSense & QlikView in Montvale NJ,Orion Systems Integrators Inc.,"https://www.dice.com/jobs/detail/BI-Solution-Architect--with-QlikSense-%26-QlikView-in-Montvale-NJ-Orion-Systems-Integrators-Inc.-Montvale-NJ-07645/10334542/GDC-7?icid=sr272-3p&q=Ruby&l=Oakland, NJ","Montvale, NJ",2016-01-18 09:30:00 -0500,10334542,GDC-7
DATA SCIENTIST ( Full Time Job),Astir IT Solutions,"https://www.dice.com/jobs/detail/DATA-SCIENTIST-%28-Full-Time-Job%29-Astir-IT-Solutions-New-York-City-NY-10001/10110032/363425?icid=sr273-3p&q=Ruby&l=Oakland, NJ","New York City, NY",2016-01-18 14:30:00 -0500,10110032,363425
Data Scientist (11)-Need Director Level,MDT Technical,"https://www.dice.com/jobs/detail/Data-Scientist-%2811%29%26%2345Need-Director-Level-MDT-Technical-New-York-NY-10001/10116487/8463NP?icid=sr274-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-14 18:30:00 -0500,10116487,8463NP
Sr. Dev Ops Engineer Direct Placement or Contract,"iTech Solutions, Inc","https://www.dice.com/jobs/detail/Sr.-Dev-Ops-Engineer-Direct-Placement-or-Contract-iTech-Solutions%2C-Inc-New-York-NY-10016/10111560/16-00137?icid=sr275-3p&q=Ruby&l=Oakland, NJ","New York, NY",2016-01-18 06:30:00 -0500,10111560,16-00137
